Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course (deg)
2031-04-02T07:35:00Z,-48.482538,-123.51997,89.9,2.4,4.8,10.41,338.4
2031-04-02T07:35:05Z,-48.482179,-123.520252,91.1,4.7,6,9.01,332.4
2031-04-02T07:35:10Z,-48.481757,-123.520547,92.7,4.5,4.3,10.35,335.2
2031-04-02T07:35:15Z,-48.481361,-123.520933,93.6,3.2,7.3,10.49,327.1
2031-04-02T07:35:20Z,-48.480938,-123.521262,95.1,2.4,6.9,10.61,332.8
2031-04-02T07:35:25Z,-48.480579,-123.521528,96.2,2.8,6,8.9,333.8
2031-04-02T07:35:30Z,-48.480182,-123.521807,97.5,4.5,5.2,9.74,335
2031-04-02T07:35:35Z,-48.479851,-123.52212,98.9,3.7,3.5,8.71,327.9
2031-04-02T07:35:40Z,-48.479549,-123.5225,100.1,4,3.3,8.75,320.2
2031-04-02T07:35:45Z,-48.479204,-123.52295,101.3,2,7.4,10.16,319.2
2031-04-02T07:35:50Z,-48.478822,-123.523329,102.3,4.3,6.2,10.17,326.6
2031-04-02T07:35:55Z,-48.478434,-123.523737,103.1,3.4,6.3,10.53,325.1
2031-04-02T07:36:00Z,-48.477998,-123.524043,104.1,3.6,5.4,10.69,335.1
2031-04-02T07:36:05Z,-48.47754,-123.524263,105.4,2.5,4.5,10.72,342.3
2031-04-02T07:36:10Z,-48.47716,-123.524446,106.2,4.2,7.8,8.87,342.3
2031-04-02T07:36:15Z,-48.476724,-123.5247,106.9,3.7,3.1,10.41,338.9
2031-04-02T07:36:20Z,-48.476338,-123.524959,108.3,3.4,7.5,9.4,336
2031-04-02T07:36:25Z,-48.475916,-123.525237,109.3,3.9,6,10.25,336.4
2031-04-02T07:36:30Z,-48.475538,-123.525522,110.3,2.7,7.8,9.42,333.5
2031-04-02T07:36:35Z,-48.47521,-123.525881,111.3,4.4,7.1,9.01,324
2031-04-02T07:36:40Z,-48.474875,-123.526338,112,4.4,5.1,10.06,317.9
2031-04-02T07:36:45Z,-48.474519,-123.526809,112.6,4.9,4.4,10.54,318.8
2031-04-02T07:36:50Z,-48.474194,-123.52717,113.5,3.8,7.2,8.98,323.6
2031-04-02T07:36:55Z,-48.473854,-123.527615,114.4,2.2,7.7,10.02,319
2031-04-02T07:37:00Z,-48.473546,-123.52801,115.4,2.2,3.4,9.01,319.7
2031-04-02T07:37:05Z,-48.47323,-123.528391,116.3,3.6,5.4,9,321.3
2031-04-02T07:37:10Z,-48.472862,-123.528792,117,4.1,6.7,10.11,324.2
2031-04-02T07:37:15Z,-48.472488,-123.5292,117.9,4,7.3,10.28,324.1
2031-04-02T07:37:20Z,-48.472171,-123.529682,118.8,2.3,4.4,10.03,314.8
2031-04-02T07:37:25Z,-48.4718,-123.530099,119.7,2.5,6.3,10.29,323.3
2031-04-02T07:37:30Z,-48.4714,-123.530414,120.4,4.5,6.3,10.05,332.5
2031-04-02T07:37:35Z,-48.47095,-123.530631,121,3.7,7.7,10.51,342.3
2031-04-02T07:37:40Z,-48.470513,-123.530785,122,4.5,4.2,10,346.8
2031-04-02T07:37:45Z,-48.470029,-123.530878,122.3,2.2,6.5,10.87,352.7
2031-04-02T07:37:50Z,-48.469569,-123.531047,122.5,3.3,4,10.54,346.3
2031-04-02T07:37:55Z,-48.469137,-123.531143,123,2.3,3.2,9.72,351.7
2031-04-02T07:38:00Z,-48.468671,-123.531176,123.7,3.3,3,10.37,357.3
2031-04-02T07:38:05Z,-48.468257,-123.531266,123.9,3.2,3.7,9.32,351.7
2031-04-02T07:38:10Z,-48.467783,-123.531256,124.4,4.3,6.7,10.55,0.9
2031-04-02T07:38:15Z,-48.467366,-123.531266,125.1,2.8,4.9,9.3,359.1
2031-04-02T07:38:20Z,-48.466924,-123.531292,125.7,5,3.4,9.83,357.7
2031-04-02T07:38:25Z,-48.466449,-123.531295,125.9,4.9,7.1,10.59,359.7
2031-04-02T07:38:30Z,-48.466002,-123.531231,126.3,3.1,7.3,10,5.5
2031-04-02T07:38:35Z,-48.465562,-123.531049,126.5,3.8,7.1,10.16,15.4
2031-04-02T07:38:40Z,-48.465112,-123.530848,126.9,3,6.9,10.45,16.5
2031-04-02T07:38:45Z,-48.464652,-123.530589,127.1,4.1,6,10.93,20.5
2031-04-02T07:38:50Z,-48.464247,-123.530367,127.1,4.7,5.7,9.58,20
2031-04-02T07:38:55Z,-48.463861,-123.530188,127.5,3.5,7.5,9,17.1
2031-04-02T07:39:00Z,-48.463414,-123.529886,127.9,4.4,7.3,10.9,24.2
2031-04-02T07:39:05Z,-48.463056,-123.529577,127.9,4.2,5.3,9.19,29.7
2031-04-02T07:39:10Z,-48.462627,-123.529304,128.2,4.8,3.4,10.37,22.9
2031-04-02T07:39:15Z,-48.462225,-123.528954,127.9,3.2,4.8,10.33,30
2031-04-02T07:39:20Z,-48.461872,-123.528599,128.2,2.8,5.8,9.44,33.8
2031-04-02T07:39:25Z,-48.461509,-123.528114,127.9,2.6,4.5,10.8,41.5
2031-04-02T07:39:30Z,-48.461196,-123.527613,128,3.1,7.4,10.16,46.7
2031-04-02T07:39:35Z,-48.460851,-123.527125,128.1,4,4.1,10.53,43.1
2031-04-02T07:39:40Z,-48.460513,-123.526614,127.9,4.1,5.2,10.65,45.1
2031-04-02T07:39:45Z,-48.4602,-123.526146,127.6,2.4,7.8,9.81,44.8
2031-04-02T07:39:50Z,-48.459881,-123.525711,127.6,2.1,5.1,9.59,42.1
2031-04-02T07:39:55Z,-48.459491,-123.525306,127,3.2,4.9,10.54,34.6
2031-04-02T07:40:00Z,-48.459124,-123.524981,127.1,4.2,5.9,9.48,30.3
2031-04-02T07:40:05Z,-48.458751,-123.524663,126.9,2.8,6.5,9.54,29.5
2031-04-02T07:40:10Z,-48.458364,-123.524416,126.7,2,7.2,9.37,22.9
2031-04-02T07:40:15Z,-48.458025,-123.524088,126.6,3.8,6.6,8.96,32.7
2031-04-02T07:40:20Z,-48.457688,-123.523794,126.4,4.3,5.4,8.67,30.1
2031-04-02T07:40:25Z,-48.457325,-123.523407,126,3.1,6.5,9.88,35.3
2031-04-02T07:40:30Z,-48.457012,-123.522971,126,4.8,7.1,9.49,42.7
2031-04-02T07:40:35Z,-48.456681,-123.522557,125.4,4.5,4.8,9.58,39.6
2031-04-02T07:40:40Z,-48.456353,-123.522085,125.1,4.5,5,10.09,43.7
2031-04-02T07:40:45Z,-48.456044,-123.521663,124.8,3.2,3.9,9.29,42.2
2031-04-02T07:40:50Z,-48.455703,-123.521258,124,3.8,7.6,9.67,38.2
2031-04-02T07:40:55Z,-48.455379,-123.520871,123.3,3.8,8,9.21,38.3
2031-04-02T07:41:00Z,-48.454994,-123.520475,122.9,4.3,5,10.38,34.4
2031-04-02T07:41:05Z,-48.454658,-123.520144,122.6,3.4,3.9,8.93,33.2
2031-04-02T07:41:10Z,-48.454314,-123.519768,122.1,4,6.4,9.45,35.9
2031-04-02T07:41:15Z,-48.454009,-123.519327,121.4,4.6,6,9.42,43.7
2031-04-02T07:41:20Z,-48.453768,-123.518842,120.7,2.5,5,8.95,53.1
2031-04-02T07:41:25Z,-48.453517,-123.518389,119.8,2.2,6.8,8.72,50.1
2031-04-02T07:41:30Z,-48.453248,-123.517834,119.1,2.3,7.3,10.14,53.9
2031-04-02T07:41:35Z,-48.452968,-123.517385,118.1,4,3.3,9.11,46.7
2031-04-02T07:41:40Z,-48.452663,-123.51694,116.9,4.5,4.9,9.44,44.1
2031-04-02T07:41:45Z,-48.452302,-123.516557,116.1,4.9,4.9,9.83,35.1
2031-04-02T07:41:50Z,-48.451976,-123.516102,115.4,2.8,5,9.89,42.8
2031-04-02T07:41:55Z,-48.451612,-123.515703,114.8,4.4,5.9,10.02,36
2031-04-02T07:42:00Z,-48.451287,-123.515325,113.9,2.7,6.2,9.14,37.7
2031-04-02T07:42:05Z,-48.450963,-123.515031,112.6,3.9,4.3,8.42,31.1
2031-04-02T07:42:10Z,-48.450608,-123.514631,112.1,2,3.8,9.86,36.8
2031-04-02T07:42:15Z,-48.450331,-123.514276,110.9,2.3,5.1,8.11,40.3
2031-04-02T07:42:20Z,-48.449975,-123.513882,109.7,3.5,3.9,9.82,36.3
2031-04-02T07:42:25Z,-48.4497,-123.513519,108.7,2.9,7.8,8.14,41.1
2031-04-02T07:42:30Z,-48.44943,-123.513182,107.9,4.4,3.6,7.81,39.6
2031-04-02T07:42:35Z,-48.449139,-123.512713,106.8,2.5,6.2,9.48,47
2031-04-02T07:42:40Z,-48.448862,-123.512297,105.7,3.2,3.3,8.72,44.8
2031-04-02T07:42:45Z,-48.448553,-123.511893,104.9,3.5,6.2,9.1,41
2031-04-02T07:42:50Z,-48.448245,-123.511587,103.7,4.2,7.2,8.23,33.4
2031-04-02T07:42:55Z,-48.447974,-123.511217,103,2.2,5.5,8.12,42.2
2031-04-02T07:43:00Z,-48.447676,-123.510926,101.8,2.5,3.5,7.92,32.9
2031-04-02T07:43:05Z,-48.447369,-123.510707,100.7,4.7,5.1,7.55,25.3
2031-04-02T07:43:10Z,-48.447005,-123.510462,99.9,2.7,6.4,8.88,24.1
2031-04-02T07:43:15Z,-48.446641,-123.510145,98.9,2.5,7.2,9.35,30
2031-04-02T07:43:20Z,-48.446327,-123.509803,97.7,4.1,7.6,8.63,35.9
2031-04-02T07:43:25Z,-48.446043,-123.509536,96.7,2.7,5.3,7.46,32
2031-04-02T07:43:30Z,-48.445733,-123.509117,95.6,3.5,4.8,9.25,41.9
2031-04-02T07:43:35Z,-48.44549,-123.508675,94.8,3.9,4.9,8.49,50.3
2031-04-02T07:43:40Z,-48.445295,-123.508188,93.6,3.3,7.5,8.4,59
2031-04-02T07:43:45Z,-48.44513,-123.507667,92.3,2,4.4,8.52,64.5
2031-04-02T07:43:50Z,-48.444952,-123.507217,91.3,4.7,4.8,7.74,59.2
2031-04-02T07:43:55Z,-48.4448,-123.506702,89.8,3.5,5.3,8.32,66
2031-04-02T07:44:00Z,-48.444697,-123.506246,88.5,3.8,7.5,7.11,71.3
2031-04-02T07:44:05Z,-48.444576,-123.505799,87,5,4.7,7.13,67.7
2031-04-02T07:44:10Z,-48.444393,-123.505292,85.8,4.9,7.4,8.53,61.5
2031-04-02T07:44:15Z,-48.444222,-123.504758,84.2,2.5,4.4,8.76,64.3
2031-04-02T07:44:20Z,-48.444016,-123.50431,83.1,3.7,3.5,8.04,55.3
2031-04-02T07:44:25Z,-48.443826,-123.503849,81.9,3.4,5.3,8.02,58.1
2031-04-02T07:44:30Z,-48.443605,-123.503388,80.6,3.3,6.8,8.4,54.2
2031-04-02T07:44:35Z,-48.44334,-123.502959,79.7,4,6.7,8.66,47
2031-04-02T07:44:40Z,-48.443074,-123.502571,78.4,4.4,7.4,8.24,44.1
2031-04-02T07:44:45Z,-48.442849,-123.502122,77.6,4.8,3.3,8.31,52.8
2031-04-02T07:44:50Z,-48.442683,-123.501667,76.1,3.8,5.9,7.67,61.2
2031-04-02T07:44:55Z,-48.442487,-123.501287,74.8,2.9,7.7,7.11,52.1
2031-04-02T07:45:00Z,-48.442268,-123.500832,73.5,4.6,4.1,8.3,54.1
2031-04-02T07:45:05Z,-48.442115,-123.500444,72.7,3.5,4.7,6.67,59.4
2031-04-02T07:45:10Z,-48.441965,-123.49993,71.5,2.1,6.2,8.29,66.2
2031-04-02T07:45:15Z,-48.441833,-123.499548,70.1,2.2,5.2,6.36,62.5
2031-04-02T07:45:20Z,-48.441717,-123.499075,68.6,3.9,4.1,7.45,69.8
2031-04-02T07:45:25Z,-48.441629,-123.498644,67.4,3.1,3.3,6.66,72.8
2031-04-02T07:45:30Z,-48.441491,-123.498195,66.2,3,5.1,7.3,65.1
2031-04-02T07:45:35Z,-48.44134,-123.497771,65.1,4.6,3.2,7.11,61.7
2031-04-02T07:45:40Z,-48.441235,-123.497341,63.7,4.6,5.7,6.77,69.9
2031-04-02T07:45:45Z,-48.441158,-123.496869,62.7,3.3,7.6,7.18,76.1
2031-04-02T07:45:50Z,-48.441136,-123.496443,62,2.8,4.6,6.32,85.5
2031-04-02T07:45:55Z,-48.441153,-123.495926,61,4.5,5.6,7.65,93
2031-04-02T07:46:00Z,-48.441159,-123.495454,60.4,3.6,7.1,6.96,91.1
2031-04-02T07:46:05Z,-48.4412,-123.495068,59.7,2,6.3,5.78,99
2031-04-02T07:46:10Z,-48.441274,-123.494667,58.6,4.5,4.5,6.15,105.6
2031-04-02T07:46:15Z,-48.441318,-123.494211,57.9,4.9,4.7,6.81,98.2
2031-04-02T07:46:20Z,-48.441392,-123.493713,56.9,3.7,7.6,7.54,102.7
2031-04-02T07:46:25Z,-48.441429,-123.493242,55.7,2.4,5.1,7,96.7
2031-04-02T07:46:30Z,-48.441499,-123.492876,54.5,3.1,7.3,5.63,106.2
2031-04-02T07:46:35Z,-48.441558,-123.492458,53.3,3,6.3,6.31,102
2031-04-02T07:46:40Z,-48.441603,-123.492011,52.9,3.1,4.7,6.69,98.6
2031-04-02T07:46:45Z,-48.441658,-123.491548,52.4,4.2,4.5,6.93,100.2
2031-04-02T07:46:50Z,-48.44167,-123.491185,51.5,3.8,4.9,5.38,92.7
2031-04-02T07:46:55Z,-48.441725,-123.490749,50.8,4,6.3,6.56,100.8
2031-04-02T07:47:00Z,-48.441755,-123.490394,49.8,4.1,3.1,5.28,97.2
2031-04-02T07:47:05Z,-48.441807,-123.490044,49.1,2.1,6.6,5.3,102.6
2031-04-02T07:47:10Z,-48.441921,-123.489625,48.8,2,7.5,6.69,112.3
2031-04-02T07:47:15Z,-48.442006,-123.489248,48.4,4.1,3.6,5.88,108.9
2031-04-02T07:47:20Z,-48.442088,-123.488837,48.1,2.4,3.6,6.34,106.8
2031-04-02T07:47:25Z,-48.442144,-123.488427,47.8,2.3,7.7,6.18,101.6
2031-04-02T07:47:30Z,-48.442167,-123.488038,47,4.7,7.2,5.77,95.1
2031-04-02T07:47:35Z,-48.442233,-123.487656,46.2,4.7,7.6,5.83,104.4
2031-04-02T07:47:40Z,-48.442262,-123.487292,45.8,4.3,6.8,5.41,96.9
2031-04-02T07:47:45Z,-48.442322,-123.486849,45.1,4.3,7.3,6.67,101.5
2031-04-02T07:47:50Z,-48.442331,-123.486413,44.9,3.3,6.3,6.45,91.9
2031-04-02T07:47:55Z,-48.442349,-123.486024,44.2,4,6.4,5.75,93.9
2031-04-02T07:48:00Z,-48.442359,-123.485613,43.7,4.4,3.5,6.07,92.2
2031-04-02T07:48:05Z,-48.442393,-123.485286,43.1,3.7,6.5,4.89,98.8
2031-04-02T07:48:10Z,-48.442458,-123.484926,43.1,2.8,7,5.51,105.3
2031-04-02T07:48:15Z,-48.442501,-123.484605,42.5,3.1,7.3,4.83,101.2
2031-04-02T07:48:20Z,-48.44251,-123.484236,42.3,4.6,4.5,5.46,92.2
2031-04-02T07:48:25Z,-48.442557,-123.483809,42.5,2.5,4,6.4,99.5
2031-04-02T07:48:30Z,-48.442574,-123.483453,41.9,2.7,7,5.26,94
2031-04-02T07:48:35Z,-48.442622,-123.483103,41.8,4.7,3.2,5.29,101.7
2031-04-02T07:48:40Z,-48.442665,-123.482776,42.2,3.8,4,4.92,101.2
2031-04-02T07:48:45Z,-48.442739,-123.482458,41.8,2.8,4.7,4.98,109.3
2031-04-02T07:48:50Z,-48.442835,-123.482105,42,2.9,6.2,5.63,112.3
2031-04-02T07:48:55Z,-48.44293,-123.481791,42.2,2.3,7.6,5.1,114.5
2031-04-02T07:49:00Z,-48.443035,-123.481535,42.2,4.8,4.6,4.45,121.7
2031-04-02T07:49:05Z,-48.443176,-123.481276,42,2.2,6.9,4.94,129.5
2031-04-02T07:49:10Z,-48.443344,-123.480968,42,4,5,5.89,129.3
2031-04-02T07:49:15Z,-48.443541,-123.480708,42.4,2.9,4.8,5.82,138.9
2031-04-02T07:49:20Z,-48.443699,-123.480508,42.9,2.9,5,4.59,140
2031-04-02T07:49:25Z,-48.443883,-123.480275,43.1,2.4,4.2,5.35,139.9
2031-04-02T07:49:30Z,-48.444066,-123.480036,42.9,4.7,3.7,5.38,139.2
2031-04-02T07:49:35Z,-48.444234,-123.479829,43.2,2.5,7.6,4.84,140.9
2031-04-02T07:49:40Z,-48.444401,-123.479545,43.7,3.8,4.2,5.61,131.5
2031-04-02T07:49:45Z,-48.444538,-123.479247,44,3.1,7.2,5.34,124.8
2031-04-02T07:49:50Z,-48.444692,-123.478931,44.6,4.6,4.8,5.79,126.2
2031-04-02T07:49:55Z,-48.444849,-123.478622,44.6,3.5,7.4,5.75,127.5
2031-04-02T07:50:00Z,-48.444989,-123.478409,45.3,3.3,5.9,4.44,134.7
2031-04-02T07:50:05Z,-48.44514,-123.478135,46.1,3,3.8,5.25,129.7
2031-04-02T07:50:10Z,-48.445322,-123.477885,46.6,3.7,5.3,5.49,137.7
2031-04-02T07:50:15Z,-48.44546,-123.477748,47.1,2.4,3,3.68,146.7
2031-04-02T07:50:20Z,-48.445602,-123.477627,47.5,3.5,3.8,3.63,150.5
2031-04-02T07:50:25Z,-48.445735,-123.477489,47.8,2.5,5.5,3.6,145.3
2031-04-02T07:50:30Z,-48.445925,-123.477312,48.7,4.1,7.3,4.98,148.4
2031-04-02T07:50:35Z,-48.446058,-123.477161,49.3,3.1,3.9,3.7,142.9
2031-04-02T07:50:40Z,-48.446249,-123.477,49.7,4.1,5.6,4.88,150.8
2031-04-02T07:50:45Z,-48.44647,-123.476846,50.5,3.4,3.6,5.41,155.2
2031-04-02T07:50:50Z,-48.446645,-123.476751,51.4,2.5,6.3,4.13,160
2031-04-02T07:50:55Z,-48.446839,-123.47665,52.3,2.8,7.7,4.57,161
2031-04-02T07:51:00Z,-48.447022,-123.47658,53,3.6,7.4,4.2,165.8
2031-04-02T07:51:05Z,-48.447246,-123.476493,53.8,4.3,6.9,5.17,165.6
2031-04-02T07:51:10Z,-48.447425,-123.476431,54.4,2.3,6.4,4.07,167.1
2031-04-02T07:51:15Z,-48.447579,-123.476414,54.8,3.8,4,3.46,175.7
2031-04-02T07:51:20Z,-48.447804,-123.476409,55.4,4.8,7.4,5,179.3
2031-04-02T07:51:25Z,-48.447994,-123.476374,56.6,2.9,5.2,4.28,173
2031-04-02T07:51:30Z,-48.448155,-123.476341,57.2,2.9,6.1,3.61,172.3
2031-04-02T07:51:35Z,-48.448343,-123.476292,58.5,2.1,3.9,4.25,170.1
2031-04-02T07:51:40Z,-48.448534,-123.476195,59.7,4.8,6.9,4.47,161.4
2031-04-02T07:51:45Z,-48.448683,-123.476152,60.6,4.2,6,3.38,169.1
2031-04-02T07:51:50Z,-48.448863,-123.476088,62,3.4,6.4,4.12,166.7
2031-04-02T07:51:55Z,-48.449088,-123.476028,62.8,4.6,6,5.08,170
2031-04-02T07:52:00Z,-48.449278,-123.475967,64,4,3.7,4.33,167.9
2031-04-02T07:52:05Z,-48.449483,-123.475844,64.7,3.9,6.4,4.91,158.3
2031-04-02T07:52:10Z,-48.449669,-123.475674,65.6,4.5,8,4.83,148.7
2031-04-02T07:52:15Z,-48.449836,-123.475533,66.9,4.2,5.2,4.27,150.7
2031-04-02T07:52:20Z,-48.450006,-123.475421,68.1,2.3,5.7,4.13,156.5
2031-04-02T07:52:25Z,-48.450173,-123.475324,69.6,4.6,5.4,3.99,158.8
2031-04-02T07:52:30Z,-48.450344,-123.47525,70.9,4.7,5.2,3.96,164.2
2031-04-02T07:52:35Z,-48.450485,-123.475181,72.3,4.1,3.3,3.29,161.9
2031-04-02T07:52:40Z,-48.450676,-123.475088,73.4,3.6,7,4.47,162.1
2031-04-02T07:52:45Z,-48.450821,-123.475033,74.4,2.4,3.2,3.33,166
2031-04-02T07:52:50Z,-48.450962,-123.474939,75.6,2.4,4.3,3.43,156.2
2031-04-02T07:52:55Z,-48.451157,-123.474776,77,2.1,4.5,4.97,150.9
2031-04-02T07:53:00Z,-48.451319,-123.474645,77.9,2.6,7.1,4.08,151.9
2031-04-02T07:53:05Z,-48.451505,-123.474493,79.1,3.1,4.4,4.72,151.6
2031-04-02T07:53:10Z,-48.451689,-123.474365,80.3,3.3,7.2,4.51,155.1
2031-04-02T07:53:15Z,-48.451855,-123.474199,81.3,3.3,3.8,4.44,146.6
2031-04-02T07:53:20Z,-48.452007,-123.474068,82.4,3.7,3.9,3.89,150.2
2031-04-02T07:53:25Z,-48.452126,-123.47396,83.8,4.9,5.3,3.1,148.9
2031-04-02T07:53:30Z,-48.452236,-123.473817,85.3,2.5,3,3.24,139.3
2031-04-02T07:53:35Z,-48.452412,-123.473652,86.9,3.8,5.1,4.59,148.1
2031-04-02T07:53:40Z,-48.452564,-123.47345,88.1,2.1,7.2,4.53,138.8
2031-04-02T07:53:45Z,-48.452656,-123.4733,89.4,4.6,5.4,3.01,132.6
2031-04-02T07:53:50Z,-48.452805,-123.473085,90.2,4.9,3.9,4.59,136.3
2031-04-02T07:53:55Z,-48.452896,-123.472906,91.5,4.8,6.9,3.34,127.4
2031-04-02T07:54:00Z,-48.452989,-123.472758,92.4,4.2,3.7,3.01,133.6
2031-04-02T07:54:05Z,-48.453161,-123.472539,93.5,2,5.9,5.01,139.8
2031-04-02T07:54:10Z,-48.453284,-123.472332,94.3,2.9,3.6,4.1,131.7
2031-04-02T07:54:15Z,-48.453364,-123.472139,95.8,4.9,7.3,3.37,122.2
2031-04-02T07:54:20Z,-48.45345,-123.471873,97,5,7.8,4.36,116
2031-04-02T07:54:25Z,-48.453523,-123.471694,98,4.6,3.8,3.1,121.4
2031-04-02T07:54:30Z,-48.453618,-123.471438,99,3.2,6.1,4.34,119.2
2031-04-02T07:54:35Z,-48.453702,-123.471257,100.3,2.2,5.6,3.26,125
2031-04-02T07:54:40Z,-48.453784,-123.471024,101.3,3.6,6.9,3.89,117.8
2031-04-02T07:54:45Z,-48.453839,-123.470768,102.3,2.1,7.4,3.97,108
2031-04-02T07:54:50Z,-48.453866,-123.470548,103.3,3.3,7.4,3.31,100.5
2031-04-02T07:54:55Z,-48.453937,-123.470242,104.1,3.8,4.3,4.78,109.3
