Timestamp,Latitude,Longitude,Altitude (m),Vertical Accuracy (m),Horizontal Accuracy (m),Speed (m/s),Course (deg)
2031-04-08T07:41:50Z,-48.353178,-123.349092,137,4.5,4.9,9.75,17.8
2031-04-08T07:41:55Z,-48.352722,-123.348997,136.4,5,4,10.24,7.9
2031-04-08T07:42:00Z,-48.352282,-123.348852,135.9,3.6,3.3,10.03,12.4
2031-04-08T07:42:05Z,-48.351833,-123.348791,135.5,3.6,7.8,10.03,5.1
2031-04-08T07:42:10Z,-48.351429,-123.348716,134.9,3.2,4.6,9.06,7.1
2031-04-08T07:42:15Z,-48.351024,-123.34874,134.7,4,6.9,9.02,357.7
2031-04-08T07:42:20Z,-48.350574,-123.348681,134.5,4.6,4.4,10.07,5
2031-04-08T07:42:25Z,-48.350143,-123.34851,134.2,2.4,7.1,9.93,14.7
2031-04-08T07:42:30Z,-48.349704,-123.348287,133.7,4.5,6.3,10.3,18.6
2031-04-08T07:42:35Z,-48.349263,-123.348154,133.5,4.4,5.9,10.02,11.3
2031-04-08T07:42:40Z,-48.348869,-123.348083,133.1,3.3,6.7,8.83,6.9
2031-04-08T07:42:45Z,-48.3484,-123.348004,132.8,3.8,5.8,10.51,6.4
2031-04-08T07:42:50Z,-48.34797,-123.3479,132,2.5,5.4,9.7,9.1
2031-04-08T07:42:55Z,-48.34754,-123.347874,131.1,2.5,6.3,9.6,2.3
2031-04-08T07:43:00Z,-48.34709,-123.347877,130.5,3.5,7.3,10,359.8
2031-04-08T07:43:05Z,-48.34664,-123.347992,129.6,2.8,6.6,10.16,350.4
2031-04-08T07:43:10Z,-48.346265,-123.3481,129.3,3.7,5.5,8.52,349.1
2031-04-08T07:43:15Z,-48.345889,-123.348119,128.4,3.4,6,8.37,358.1
2031-04-08T07:43:20Z,-48.34546,-123.348061,127.4,3.3,7.6,9.59,5.1
2031-04-08T07:43:25Z,-48.345047,-123.347943,127,3.6,3.6,9.35,10.8
2031-04-08T07:43:30Z,-48.344666,-123.3479,126.4,3.2,3.7,8.52,4.3
2031-04-08T07:43:35Z,-48.344251,-123.347844,125.5,3.8,7.6,9.28,5.1
2031-04-08T07:43:40Z,-48.343828,-123.347718,124.9,3,5.7,9.6,11.2
2031-04-08T07:43:45Z,-48.343414,-123.347502,124.4,2.3,7.2,9.75,19.1
2031-04-08T07:43:50Z,-48.34305,-123.347399,123.9,5,6.3,8.25,10.7
2031-04-08T07:43:55Z,-48.342683,-123.347265,122.9,2.6,5.1,8.41,13.7
2031-04-08T07:44:00Z,-48.342292,-123.347102,121.9,2.6,6.4,9.02,15.5
2031-04-08T07:44:05Z,-48.341932,-123.346967,121.2,2.7,6.1,8.27,14
2031-04-08T07:44:10Z,-48.341538,-123.346874,119.9,3.7,4.3,8.87,8.9
2031-04-08T07:44:15Z,-48.341157,-123.346851,119.2,3.8,6.2,8.48,2.3
2031-04-08T07:44:20Z,-48.340739,-123.346908,118.2,2.3,7.2,9.35,354.9
2031-04-08T07:44:25Z,-48.340392,-123.347018,117,3.9,3.1,7.9,348.1
2031-04-08T07:44:30Z,-48.340036,-123.347192,116.1,3.9,3.7,8.34,342
2031-04-08T07:44:35Z,-48.339658,-123.347416,115.3,4.1,5.2,9.05,338.5
2031-04-08T07:44:40Z,-48.339304,-123.347544,114.2,2.4,4.8,8.11,346.4
2031-04-08T07:44:45Z,-48.338954,-123.34762,113.1,2.6,4.9,7.88,351.8
2031-04-08T07:44:50Z,-48.338606,-123.34764,112,2.5,5.7,7.74,357.8
2031-04-08T07:44:55Z,-48.338259,-123.347676,110.9,4.5,6.7,7.74,356.1
2031-04-08T07:45:00Z,-48.337918,-123.347784,109.5,2.5,4.6,7.78,348.1
2031-04-08T07:45:05Z,-48.337581,-123.347987,108.7,4.8,5.7,8.08,338.2
2031-04-08T07:45:10Z,-48.337214,-123.348148,107.9,4.4,6.8,8.51,343.8
2031-04-08T07:45:15Z,-48.336871,-123.34835,107,2.1,6.7,8.2,338.5
2031-04-08T07:45:20Z,-48.336471,-123.348513,105.8,5,4.6,9.22,344.8
2031-04-08T07:45:25Z,-48.336145,-123.348628,104.2,2.8,4.8,7.47,346.9
2031-04-08T07:45:30Z,-48.335802,-123.348785,102.8,2.7,3.8,7.97,343.1
2031-04-08T07:45:35Z,-48.33542,-123.348888,101.5,4.9,7.8,8.66,349.8
2031-04-08T07:45:40Z,-48.335064,-123.348966,100.5,3.6,7.3,8,351.7
2031-04-08T07:45:45Z,-48.334673,-123.349131,99.2,3.2,7.9,9.05,344.3
2031-04-08T07:45:50Z,-48.334333,-123.349207,98.1,2.1,6.7,7.66,351.6
2031-04-08T07:45:55Z,-48.334012,-123.349351,97.2,5,7.2,7.45,343.3
2031-04-08T07:46:00Z,-48.333684,-123.349517,96.2,4.4,5.8,7.7,341.4
2031-04-08T07:46:05Z,-48.333329,-123.349609,95.4,3.7,4.5,8.03,350.2
2031-04-08T07:46:10Z,-48.332996,-123.349625,93.8,2.5,3.4,7.42,358.2
2031-04-08T07:46:15Z,-48.332661,-123.34957,92.5,4.7,5.3,7.5,6.3
2031-04-08T07:46:20Z,-48.332268,-123.34954,91.7,3.2,5.5,8.76,2.9
2031-04-08T07:46:25Z,-48.331884,-123.349564,90.1,4.6,7,8.57,357.6
2031-04-08T07:46:30Z,-48.331571,-123.349615,88.8,4,3.3,7.01,353.8
2031-04-08T07:46:35Z,-48.331191,-123.349691,87.5,2.6,4.9,8.53,352.4
2031-04-08T07:46:40Z,-48.330833,-123.349854,86.4,3.8,3.8,8.32,343.2
2031-04-08T07:46:45Z,-48.33055,-123.35002,85.3,4.4,4.5,6.76,338.6
2031-04-08T07:46:50Z,-48.330239,-123.350285,84.5,2,3.6,7.96,330.6
2031-04-08T07:46:55Z,-48.329997,-123.350567,83.5,2.6,3.8,6.81,322.2
2031-04-08T07:47:00Z,-48.329681,-123.350865,82,3.1,3.8,8.29,327.9
2031-04-08T07:47:05Z,-48.329407,-123.351121,80.5,4.4,7.3,7.19,328.2
2031-04-08T07:47:10Z,-48.329117,-123.351418,79.6,2.1,7.4,7.8,325.7
2031-04-08T07:47:15Z,-48.328891,-123.351712,78.8,4.8,4.6,6.66,319.2
2031-04-08T07:47:20Z,-48.328672,-123.352035,77.4,4.3,3.4,6.82,315.5
2031-04-08T07:47:25Z,-48.328428,-123.352396,75.9,4.2,7.2,7.64,315.5
2031-04-08T07:47:30Z,-48.32825,-123.352748,75.2,2.6,7.1,6.54,307.3
2031-04-08T07:47:35Z,-48.328068,-123.353097,73.9,3.6,6,6.56,308.1
2031-04-08T07:47:40Z,-48.327884,-123.353485,72.6,2.9,3.5,7.05,305.4
2031-04-08T07:47:45Z,-48.327713,-123.353952,71.7,5,5.1,7.89,298.8
2031-04-08T07:47:50Z,-48.327539,-123.354298,70.9,2.7,4.1,6.43,307.2
2031-04-08T07:47:55Z,-48.327349,-123.354635,69.5,4.4,7,6.53,310.3
2031-04-08T07:48:00Z,-48.327163,-123.354938,68.3,2.8,3.2,6.1,312.6
2031-04-08T07:48:05Z,-48.326933,-123.355317,67.3,2.1,6.9,7.6,312.5
2031-04-08T07:48:10Z,-48.32671,-123.355659,66.7,3.1,5.1,7.1,314.5
2031-04-08T07:48:15Z,-48.326508,-123.355913,66,3.5,5.8,5.85,320
2031-04-08T07:48:20Z,-48.326286,-123.356183,65.3,2.2,6.4,6.37,321.1
2031-04-08T07:48:25Z,-48.326027,-123.35643,64.7,2.3,4.9,6.81,327.5
2031-04-08T07:48:30Z,-48.325736,-123.356661,63.5,3.4,3.5,7.32,332.2
2031-04-08T07:48:35Z,-48.325473,-123.356966,62.7,2.5,3.3,7.4,322.5
2031-04-08T07:48:40Z,-48.325253,-123.357155,61.8,3.8,7.9,5.64,330.2
2031-04-08T07:48:45Z,-48.325049,-123.357383,60.9,2.7,5.6,5.65,323.3
2031-04-08T07:48:50Z,-48.324804,-123.357571,60.2,4.5,5.2,6.13,333.1
2031-04-08T07:48:55Z,-48.32456,-123.357721,59.4,3,5.6,5.87,337.7
2031-04-08T07:49:00Z,-48.324304,-123.357857,58.6,2.7,3.1,6.03,340.6
2031-04-08T07:49:05Z,-48.323992,-123.357976,57.7,2.8,6.5,7.17,345.7
2031-04-08T07:49:10Z,-48.323718,-123.358018,56.8,2.1,3.2,6.14,354.2
2031-04-08T07:49:15Z,-48.323456,-123.358124,56,4.2,6.3,6.03,345
2031-04-08T07:49:20Z,-48.323226,-123.358277,55,4.1,7,5.59,336.1
2031-04-08T07:49:25Z,-48.322982,-123.358381,54.7,2.2,6.6,5.65,344.1
2031-04-08T07:49:30Z,-48.322774,-123.358509,54.6,3.7,7.8,5.01,337.8
2031-04-08T07:49:35Z,-48.322539,-123.358619,54.3,4.4,6.3,5.49,342.7
2031-04-08T07:49:40Z,-48.322335,-123.358755,54,2.8,7.6,4.95,336.1
2031-04-08T07:49:45Z,-48.322123,-123.358903,53.8,3.5,5.5,5.22,335.1
2031-04-08T07:49:50Z,-48.321875,-123.359038,53.2,4.7,7.4,5.88,340.1
2031-04-08T07:49:55Z,-48.321652,-123.35916,53.1,2.6,5.3,5.29,340
2031-04-08T07:50:00Z,-48.321366,-123.35929,52.6,2.1,4.6,6.64,343.3
2031-04-08T07:50:05Z,-48.321131,-123.359333,52.6,2.9,3.1,5.27,353
2031-04-08T07:50:10Z,-48.320871,-123.359374,52.5,4,7.6,5.83,354.1
2031-04-08T07:50:15Z,-48.32066,-123.35939,52.1,3.7,5.3,4.71,357
2031-04-08T07:50:20Z,-48.32043,-123.359353,51.8,2.4,3.2,5.13,6.1
2031-04-08T07:50:25Z,-48.320207,-123.35926,51.4,2.5,6.1,5.17,15.5
2031-04-08T07:50:30Z,-48.319995,-123.359172,51.4,2.7,7.3,4.88,15.4
2031-04-08T07:50:35Z,-48.319726,-123.359131,51.3,3.1,5.1,6.02,5.9
2031-04-08T07:50:40Z,-48.319483,-123.359053,51.1,2.8,6.8,5.54,11.9
2031-04-08T07:50:45Z,-48.319289,-123.359026,50.9,3.1,6.9,4.33,5.4
2031-04-08T07:50:50Z,-48.319089,-123.358997,51.2,2,6.5,4.47,5.6
2031-04-08T07:50:55Z,-48.318851,-123.358969,50.8,3.3,3.4,5.31,4.4
2031-04-08T07:51:00Z,-48.318608,-123.358969,50.7,3.8,4,5.41,360
2031-04-08T07:51:05Z,-48.318412,-123.359002,51,4.9,3.6,4.4,353.6
2031-04-08T07:51:10Z,-48.3182,-123.359041,51.1,2.9,6.8,4.74,353
2031-04-08T07:51:15Z,-48.318003,-123.359104,51.2,4.2,4.4,4.48,348.1
2031-04-08T07:51:20Z,-48.31781,-123.359125,51.1,4.4,7.7,4.32,355.8
2031-04-08T07:51:25Z,-48.317543,-123.359136,51.5,4.8,7.8,5.94,358.4
2031-04-08T07:51:30Z,-48.317324,-123.359198,52.1,3.1,5.4,4.97,349.4
2031-04-08T07:51:35Z,-48.317127,-123.359302,52.1,4.3,3.8,4.63,340.6
2031-04-08T07:51:40Z,-48.316925,-123.359354,52,2.3,4.8,4.57,350.3
2031-04-08T07:51:45Z,-48.316735,-123.359443,52.2,4.2,6.1,4.42,342.8
2031-04-08T07:51:50Z,-48.316545,-123.359532,52.8,2.2,4.3,4.45,342.7
2031-04-08T07:51:55Z,-48.316333,-123.359595,53.5,4.7,3.6,4.81,348.7
2031-04-08T07:52:00Z,-48.316127,-123.359628,53.9,5,6.4,4.6,354
2031-04-08T07:52:05Z,-48.315905,-123.359688,54.7,2.3,7.5,5.02,349.8
2031-04-08T07:52:10Z,-48.315678,-123.359712,55.4,4.4,7.9,5.06,355.9
2031-04-08T07:52:15Z,-48.315451,-123.359686,56,4.3,6.1,5.07,4.3
2031-04-08T07:52:20Z,-48.315282,-123.359654,56.7,2.9,5.6,3.79,7.4
2031-04-08T07:52:25Z,-48.315083,-123.359628,57.5,3,3.3,4.46,4.9
2031-04-08T07:52:30Z,-48.314879,-123.359582,58.1,4.8,4,4.59,8.5
2031-04-08T07:52:35Z,-48.314683,-123.359555,58.9,4.4,7.8,4.37,5.3
2031-04-08T07:52:40Z,-48.314453,-123.35947,59.8,4.9,6.3,5.28,13.8
2031-04-08T07:52:45Z,-48.314247,-123.359424,60.3,3.9,6.1,4.63,8.3
2031-04-08T07:52:50Z,-48.314018,-123.3594,61.4,2.5,4.5,5.11,4
2031-04-08T07:52:55Z,-48.313852,-123.359356,61.9,2.7,4.5,3.75,10
2031-04-08T07:53:00Z,-48.313665,-123.359291,62.9,2.7,5.2,4.28,13.1
2031-04-08T07:53:05Z,-48.313457,-123.359244,63.9,2.4,6,4.67,8.4
2031-04-08T07:53:10Z,-48.313277,-123.359169,64.9,4.2,3,4.16,15.6
2031-04-08T07:53:15Z,-48.313123,-123.359109,65.8,3.3,6.4,3.54,14.5
2031-04-08T07:53:20Z,-48.312926,-123.359032,66.6,3.8,5.5,4.54,14.5
2031-04-08T07:53:25Z,-48.312705,-123.359002,67.2,2.1,5,4.93,5.2
2031-04-08T07:53:30Z,-48.312527,-123.358986,68.3,3.1,4.6,3.96,3.3
2031-04-08T07:53:35Z,-48.312333,-123.358957,69,4.6,4.6,4.35,5.7
2031-04-08T07:53:40Z,-48.312165,-123.358918,70,5,3.9,3.78,8.8
2031-04-08T07:53:45Z,-48.312,-123.35884,71.1,3.8,6.4,3.85,17.4
2031-04-08T07:53:50Z,-48.311839,-123.358804,71.7,2.4,7.1,3.63,8.6
2031-04-08T07:53:55Z,-48.311647,-123.358708,72.7,4.1,4.1,4.51,18.3
2031-04-08T07:54:00Z,-48.311504,-123.358625,74,4.6,4.5,3.41,21
2031-04-08T07:54:05Z,-48.311345,-123.358495,75.1,3.5,6.7,4.02,28.7
2031-04-08T07:54:10Z,-48.311156,-123.358391,76.4,3.3,3.2,4.49,19.9
2031-04-08T07:54:15Z,-48.311005,-123.358335,77.4,4.9,8,3.47,13.9
2031-04-08T07:54:20Z,-48.310872,-123.358271,78.4,2.2,3.6,3.1,17.9
2031-04-08T07:54:25Z,-48.310675,-123.358212,79.2,2.5,4.7,4.48,11.1
2031-04-08T07:54:30Z,-48.310472,-123.358106,80.2,3.7,7,4.78,19.2
2031-04-08T07:54:35Z,-48.31031,-123.358001,81.3,2.3,7.1,3.92,23.5
2031-04-08T07:54:40Z,-48.310121,-123.357931,82.7,2.7,3.9,4.34,13.8
2031-04-08T07:54:45Z,-48.309917,-123.357863,84.1,4.1,5.4,4.65,12.5
2031-04-08T07:54:50Z,-48.309715,-123.357757,85.1,3,3,4.78,19.2
2031-04-08T07:54:55Z,-48.309536,-123.357682,86.2,4.1,7.8,4.14,15.6
2031-04-08T07:55:00Z,-48.30939,-123.357609,87.3,2.5,6.3,3.41,18.5
2031-04-08T07:55:05Z,-48.309246,-123.357497,88.4,3.6,3.1,3.61,27.3
2031-04-08T07:55:10Z,-48.309132,-123.357377,89.4,4.8,5.1,3.1,34.9
2031-04-08T07:55:15Z,-48.308998,-123.357224,90.7,4.4,4.7,3.74,37.4
2031-04-08T07:55:20Z,-48.308898,-123.357079,91.6,4.5,4.6,3.09,43.7
2031-04-08T07:55:25Z,-48.308767,-123.356845,92.8,3.3,7.5,4.53,50
2031-04-08T07:55:30Z,-48.308657,-123.356633,94.2,4.9,4.7,3.97,52.1
2031-04-08T07:55:35Z,-48.308572,-123.35643,95.3,3.6,7.4,3.56,57.5
2031-04-08T07:55:40Z,-48.308484,-123.356245,96.6,2.7,3.6,3.36,54.6
2031-04-08T07:55:45Z,-48.308401,-123.355989,98.2,3.5,4.2,4.22,64
2031-04-08T07:55:50Z,-48.308342,-123.355745,99.7,2.7,4.6,3.84,70
2031-04-08T07:55:55Z,-48.308291,-123.355472,101.1,2.5,4.7,4.19,74.3
2031-04-08T07:56:00Z,-48.30827,-123.355169,102.5,2.5,3,4.52,84.1
2031-04-08T07:56:05Z,-48.308277,-123.354959,103.9,4.9,4.8,3.1,92.8
2031-04-08T07:56:10Z,-48.308275,-123.354652,104.9,2.4,4,4.55,89.5
2031-04-08T07:56:15Z,-48.308244,-123.354393,105.9,3,7.7,3.9,79.8
2031-04-08T07:56:20Z,-48.308228,-123.354099,107.1,4.8,3.3,4.37,85.2
2031-04-08T07:56:25Z,-48.308206,-123.353845,108.5,3.5,7.3,3.79,82.7
2031-04-08T07:56:30Z,-48.308187,-123.353613,109.4,3.8,6,3.46,83.1
2031-04-08T07:56:35Z,-48.308167,-123.353391,110.3,2.2,4.2,3.32,82.1
2031-04-08T07:56:40Z,-48.308159,-123.35308,111.1,4.4,5.6,4.61,87.9
2031-04-08T07:56:45Z,-48.308155,-123.352862,112,3.5,6.8,3.24,88.2
2031-04-08T07:56:50Z,-48.308172,-123.352546,113.2,3,7.3,4.69,94.7
